0	0.0239416	109
0.01	0.0352803	113
0.02	0.011469	112
0.03	0.018299	112
0.04	0.0284534	112
0.05	0.0401009	111
0.06	0.0567222	112
0.07	0.0162447	112
0.08	0.0329914	112
0.09	0.034825	111
0.1	0.0330357	111
0.11	0.0442553	114
0.12	0.0269193	121
0.13	0.0260359	120
0.14	0.0216364	123
0.15	0.0347948	123
0.16	0.023542	121
0.17	0.0290883	118
0.18	0.0304315	121
0.19	0.0213221	121
0.2	0.0280557	125
0.21	0.0208625	121
0.22	0.0376932	123
0.23	0.0282365	124
0.24	0.0334219	122
0.25	0.0185928	123
0.26	0.0572107	123
0.27	0.0690218	122
0.28	0.0542758	121
0.29	0.0510981	117
