0	0.0255696	0.0254587	157
0.1	0.0327709	0.0216503	158
0.2	0.0239997	0.0241026	159
0.3	0.0263407	0.0252566	159
0.4	0.0248379	0.0261674	158
0.5	0.0232633	0.0278215	159
0.6	0.0406962	0.046882	159
0.7	0.0528539	0.0465754	159
0.8	0.0270458	0.0293114	158
0.9	0.0463199	0.0456217	159
1	0.0454628	0.0495831	159
1.1	0.165417	0.166979	158
1.2	0.258849	0.256658	156
1.3	0.356643	0.352653	150
1.4	0.388369	0.388668	144
1.5	0.415057	0.418747	143
1.6	0.432607	0.441623	141
1.7	0.447624	0.447264	141
1.8	0.488365	0.490363	139
1.9	0.508702	0.503173	138
2	0.544644	0.546903	137
2.1	0.656795	0.655406	135
2.2	0.927379	0.932635	127
2.3	0.974717	0.976264	117
2.4	0.980614	0.981037	115
2.5	0.984256	0.984357	114
2.6	0.987178	0.987263	114
2.7	0.988851	0.988569	112
2.8	0.989724	0.989578	113
2.9	0.991691	0.991808	111
