100	1	-0.0000	1	100	-0.0000
100	2	-0.0000	2	100	-0.0000
100	3	-0.0000	3	100	-0.0000
100	4	-0.0000	4	100	-0.0000
100	5	-0.0000	5	100	-0.0000
100	6	-0.0000	6	100	-0.0000
100	7	-0.0000	7	100	-0.0000
100	8	-0.0000	8	100	-0.0000
100	9	-0.0000	9	100	-0.0000
100	10	-0.0000	10	100	-0.0000
100	11	-0.0000	11	100	-0.0000
100	12	-0.0000	12	100	-0.0000
100	13	-0.0000	13	100	-0.0000
100	14	-0.0000	14	100	-0.0000
100	15	-0.0000	15	100	-0.0000
100	16	-0.0000	16	100	-0.0000
100	17	-0.0000	17	100	-0.0000
100	18	-0.0000	18	100	-0.0000
100	19	-0.0000	19	100	-0.0000
100	20	-0.0000	20	100	-0.0000
100	21	-0.0000	21	100	-0.0000
100	22	-0.0000	22	100	-0.0000
100	23	-0.0000	23	100	-0.0000
100	24	-0.0000	24	100	-0.0000
100	25	-0.0000	25	100	-0.0000
100	26	-0.0000	26	100	-0.0000
100	27	-0.0000	27	100	-0.0000
100	28	-0.0000	28	100	-0.0000
100	29	-0.0000	29	100	-0.0000
100	30	-0.0000	30	100	-0.0000
100	31	-0.0000	31	100	-0.0000
100	32	-0.0000	32	100	-0.0000
100	33	-0.0000	33	100	-0.0000
100	34	-0.0000	34	100	-0.0000
100	35	-0.0000	35	100	-0.0000
100	36	-0.0000	36	100	-0.0000
100	37	-0.0000	37	100	-0.0000
100	38	-0.0000	38	100	-0.0000
100	39	-0.0000	39	100	-0.0000
100	40	-0.0000	40	100	-0.0000
100	41	-0.0000	41	100	-0.0000
100	42	-0.0000	42	100	-0.0000
100	43	-0.0000	43	100	-0.0000
100	44	-0.0000	44	100	-0.0000
100	45	-0.0000	45	100	-0.0000
100	46	-0.0000	46	100	-0.0000
100	47	-0.0000	47	100	-0.0000
100	48	-0.0000	48	100	-0.0000
100	49	-0.0000	49	100	-0.0000
100	50	-0.0000	50	100	-0.0000
100	51	-0.0000	51	100	-0.0000
100	52	-0.0000	52	100	-0.0000
100	53	-0.0000	53	100	-0.0000
100	54	-0.0000	54	100	-0.0000
100	55	-0.0000	55	100	-0.0000
100	56	-0.0000	56	100	-0.0000
100	57	-0.0000	57	100	-0.0000
100	58	-0.0000	58	100	-0.0000
100	59	-0.0000	59	100	-0.0000
100	60	-0.0000	60	100	-0.0000
100	61	-0.0000	61	100	-0.0000
100	62	-0.0000	62	100	-0.0000
100	63	-0.0000	63	100	-0.0000
100	64	-0.0000	64	100	-0.0000
100	65	-0.0000	65	100	-0.0000
100	66	-0.0000	66	100	-0.0000
100	67	-0.0000	67	100	-0.0000
100	68	-0.0000	68	100	-0.0000
100	69	-0.0000	69	100	-0.0000
100	70	-0.0000	70	100	-0.0000
100	71	-0.0000	71	100	-0.0000
100	72	-0.0000	72	100	-0.0000
100	73	-0.0000	73	100	-0.0000
100	74	-0.0000	74	100	-0.0000
100	75	-0.0000	75	100	-0.0000
100	76	-0.0000	76	100	-0.0000
100	77	-0.0000	77	100	-0.0000
100	78	-0.0000	78	100	-0.0000
100	79	-0.0000	79	100	-0.0000
100	80	-0.0000	80	100	-0.0000
100	81	-0.0000	81	100	-0.0000
100	82	-0.0000	82	100	-0.0000
100	83	-0.0000	83	100	-0.0000
100	84	-0.0000	84	100	-0.0000
100	85	-0.0000	85	100	-0.0000
100	86	-0.0000	86	100	-0.0000
100	87	-0.0000	87	100	-0.0000
100	88	-0.0000	88	100	-0.0000
100	89	-0.0000	89	100	-0.0000
100	90	-0.0000	90	100	-0.0000
100	91	-0.0000	91	100	-0.0000
100	92	-0.0000	92	100	-0.0000
100	93	-0.0000	93	100	-0.0000
100	94	-0.0000	94	100	-0.0000
100	95	-0.0000	95	100	-0.0000
100	96	-0.0000	96	100	-0.0000
100	97	-0.0000	97	100	-0.0000
100	98	-0.0000	98	100	-0.0000
100	99	-0.0000	99	100	-0.0000
100	100	-0.0000	100	100	-0.0000
100	101	-0.0000	101	100	-0.0000
100	102	-0.0000	102	100	-0.0000
100	103	-0.0000	103	100	-0.0000
100	104	-0.0000	104	100	-0.0000
100	105	-0.0000	105	100	-0.0000
100	106	-0.0000	106	100	-0.0000
100	107	-0.0000	107	100	-0.0000
100	108	-0.0000	108	100	-0.0000
100	109	-0.0000	109	100	-0.0000
100	110	-0.0000	110	100	-0.0000
100	111	-0.0000	111	100	-0.0000
100	112	-0.0000	112	100	-0.0000
100	113	-0.0000	113	100	-0.0000
100	114	-0.0000	114	100	-0.0000
100	115	-0.0000	115	100	-0.0000
100	116	-0.0000	116	100	-0.0000
100	117	-0.0000	117	100	-0.0000
100	118	-0.0000	118	100	-0.0000
100	119	-0.0000	119	100	-0.0000
100	120	-0.0000	120	100	-0.0000
100	121	-0.0000	121	100	-0.0000
100	122	-0.0000	122	100	-0.0000
100	123	-0.0000	123	100	-0.0000
100	124	-0.0000	124	100	-0.0000
100	125	-0.0000	125	100	-0.0000
100	126	-0.0000	126	100	-0.0000
100	127	-0.0000	127	100	-0.0000
100	128	-0.0000	128	100	-0.0000
100	129	-0.0000	129	100	-0.0000
100	130	-0.0000	130	100	-0.0000
100	131	-0.0000	131	100	-0.0000
100	132	-0.0000	132	100	-0.0000
100	133	-0.0000	133	100	-0.0000
100	134	-0.0000	134	100	-0.0000
100	135	-0.0000	135	100	-0.0000
100	136	-0.0000	136	100	-0.0000
100	137	-0.0000	137	100	-0.0000
100	138	-0.0000	138	100	-0.0000
100	139	-0.0000	139	100	-0.0000
100	140	-0.0000	140	100	-0.0000
