0.00	0.0191559	0.0189764	3493
0.01	0.0211862	0.020622	3544
0.02	0.10496	0.103792	4038
0.03	0.532226	0.532018	3579
0.04	0.592735	0.592734	3074
0.05	0.601673	0.601673	3018
0.06	0.610352	0.610351	2941
0.07	0.622096	0.622096	3032
0.08	0.633882	0.633882	2998
0.09	0.644573	0.644573	3004
0.10	0.657278	0.657278	2917
0.11	0.669288	0.669288	2908
0.12	0.682863	0.682863	3044
0.13	0.695977	0.695977	2738
0.14	0.710377	0.710377	2836
0.15	0.724258	0.724258	2811
0.16	0.740421	0.740421	2971
0.17	0.755632	0.755633	2774
0.18	0.772221	0.772221	2633
0.19	0.790055	0.790055	2795
0.20	0.806613	0.806613	2603
0.21	0.826507	0.826507	2889
0.22	0.846027	0.846027	2866
0.23	0.866733	0.866733	3254
0.24	0.888574	0.888574	3252
0.25	0.909802	0.909802	3381
0.26	0.922077	0.922077	3090
0.27	0.930964	0.930963	2955
0.28	0.937988	0.937988	3372
0.29	0.943767	0.943767	3136
0.30	0.948638	0.948638	3062
0.31	0.952813	0.952813	4235
0.32	0.956438	0.956438	4139
0.33	0.959618	0.959618	3980
0.34	0.96243	0.96243	3991
0.35	0.964935	0.964935	4005
0.36	0.967179	0.967179	3915
0.37	0.9692	0.9692	3971
0.38	0.971028	0.971028	3982
0.39	0.97269	0.97269	3952
0.40	0.974205	0.974205	3773
0.41	0.975592	0.975592	3738
0.42	0.976865	0.976865	3602
0.43	0.978037	0.978037	3507
0.44	0.979118	0.979118	3698
0.45	0.980119	0.980119	3793
0.46	0.981047	0.981047	2977
0.47	0.981909	0.981909	4453
0.48	0.982712	0.982712	4448
0.49	0.983461	0.983461	3817
