0.61	0.031021656	0.0305424
0.62	0.0310887	0.0302757
0.63	0.031155743	0.0311246
0.64	0.031222786	0.0309726
0.65	0.031289829	0.0311314
0.66	0.031356872	0.0323036
0.67	0.031423916	0.031644
0.68	0.031490959	0.0308314
0.69	0.031558002	0.0302412
0.7	0.031625045	0.0309988
0.71	0.031692088	0.0328577
0.72	0.031759132	0.0318074
0.73	0.031826175	0.0334912
0.74	0.031893218	0.0308373
0.75	0.031960261	0.0312903
0.76	0.032027305	0.0317956
0.77	0.032094348	0.0315108
0.78	0.032161391	0.0316466
0.79	0.032228434	0.0319947
0.8	0.032295477	0.0334776
0.81	0.032362521	0.0318222
0.82	0.032429564	0.0313959
0.83	0.032496607	0.032554
0.84	0.03256365	0.0327668
0.85	0.032630693	0.0312869
0.86	0.032697737	0.0328966
0.87	0.03276478	0.0320836
0.88	0.032831823	0.0307506
0.89	0.032898866	0.0325749
0.9	0.032965909	0.0327053
0.91	0.033032953	0.0323566
0.92	0.033099996	0.0324577
0.93	0.033167039	0.0331318
0.94	0.033234082	0.0327879
0.95	0.033301126	0.0335101
0.96	0.033368169	0.0331402
0.97	0.033435212	0.0326638
0.98	0.033502255	0.033319
0.99	0.033569298	0.0327412
1	0.0345367	0.0322971
1.01	0.0332729	0.0342128
1.02	0.034161	0.0332658
1.03	0.0338709	0.034283
1.04	0.0340487	0.0343328
1.05	0.0337818	0.0341622
1.06	0.0325565	0.0327742
1.07	0.0346902	0.0334156
1.08	0.0343622	0.0331584
1.09	0.0348182	0.0332991
1.1	0.0339539	0.0349758
1.11	0.0337771	0.0330336
1.12	0.0344468	0.0341577
1.13	0.0350434	0.0345656
1.14	0.0342509	0.0341091
1.15	0.0340111	0.0349929
1.16	0.0355476	0.0353533
1.17	0.0344819	0.0341801
1.18	0.0332884	0.0349988
1.19	0.0344862	0.034671
1.2	0.0352988	0.0348553
1.21	0.0363163	0.0347619
1.22	0.0351315	0.0346101
1.23	0.0346119	0.0345923
1.24	0.0365817	0.0361044
1.25	0.0359887	0.0363546
1.26	0.035739	0.0348022
1.27	0.0341056	0.0358927
1.28	0.0348303	0.0357839
1.29	0.0352725	0.0356627
1.3	0.0350097	0.035817
1.31	0.0368615	0.0352975
1.32	0.0347464	0.0367615
1.33	0.0361732	0.0363092
1.34	0.036266	0.036781
1.35	0.0354076	0.0361939
1.36	0.0369098	0.0372598
1.37	0.0374491	0.0373659
1.38	0.0360606	0.0368801
1.39	0.0382379	0.0364548
1.4	0.0364055	0.0362595
1.41	0.0372844	0.0359665
1.42	0.0370504	0.0371054
1.43	0.0371518	0.0348998
1.44	0.0386017	0.0383965
1.45	0.0389356	0.0379876
1.46	0.0368992	0.0369034
1.47	0.0384789	0.0366575
1.48	0.0374736	0.0369561
1.49	0.03837	0.0381825
1.5	0.036387	0.0372193
1.51	0.0383484	0.0376644
1.52	0.0387519	0.0369582
1.53	0.0389528	0.0382616
1.54	0.0370283	0.0390205
1.55	0.0369695	0.0376746
1.56	0.0370773	0.0409416
1.57	0.0388913	0.0394526
1.58	0.039262	0.0381668
1.59	0.0394927	0.0402224
1.6	0.0387764	0.0397506
1.61	0.0391877	0.0406468
1.62	0.0397967	0.0385073
1.63	0.0380843	0.0385424
1.64	0.0379941	0.730503
1.65	0.0396569	0.757731
1.66	0.0394887	0.76804
1.67	0.039086	0.777596
1.68	0.0410893	0.792427
1.69	0.0375719	0.79765
1.7	0.0380278	0.808317
1.71	0.041123	0.821983
1.72	0.039923	0.832145
1.73	0.0400158	0.835463
1.74	0.041035	0.846489
1.75	0.039385	0.853669
1.76	0.0407618	0.860449
1.77	0.0404956	0.866234
1.78	0.0417286	0.877771
1.79	0.0414114	0.869629
1.8	0.0391879	0.878526
1.81	0.0421626	0.892385
1.82	0.0411399	0.904774
1.83	0.040138	0.916618
1.84	0.0429459	0.922052
1.85	0.0411838	0.924348
1.86	0.0424759	0.930987
1.87	0.0403918	0.934411
1.88	0.0442991	0.937541
1.89	0.0445919	0.941991
1.9	0.0418897	0.943432
1.91	0.0418114	0.94722
1.92	0.0448838	0.949731
1.93	0.0440905	0.952057
1.94	0.0414864	0.954378
1.95	0.0420084	0.9571
1.96	0.0445808	0.960379
1.97	0.0454245	0.962278
1.98	0.0431333	0.964089
1.99	0.0450112	0.965457
2	0.0438916	0.966359
2.01	0.0443416	0.967261
2.02	0.0477771	0.968163
2.03	0.046227	0.969065
2.04	0.0485675	0.969967
2.05	0.0449373	0.970869
2.06	0.0453118	0.971771
2.07	0.0439626	0.972673
2.08	0.0455411	0.973575
2.09	0.0451726	0.974477
2.1	0.0462141	0.975379
2.11	0.0441275	0.976281
2.12	0.0465631	0.977183
2.13	0.0490522	0.978085
2.14	0.0467372	0.978987
2.15	0.0485135	0.979889
2.16	0.0474916	0.980791
2.17	0.0462141	0.981693
2.18	0.0477545	0.982595
2.19	0.0493969	0.983497
2.2	0.0503959	0.984399
2.21	0.0478363	0.985301
2.22	0.0457486	0.986203
2.23	0.0453819	0.987105
2.24	0.0497704	0.988007
2.25	0.0484992	0.988909
2.26	0.0517242	0.9859694
2.27	0.0494976	0.9861466
2.28	0.0514651	0.9863238
2.29	0.0526139	0.986501
2.3	0.0479082	0.9866782
2.31	0.0497996	0.9868554
2.32	0.0494878	0.9870326
2.33	0.052449	0.9872098
2.34	0.0529889	0.987387
2.35	0.0535205	0.9875642
2.36	0.0549637	0.9877414
2.37	0.0551329	0.9879186
2.38	0.0547877	0.9880958
2.39	0.0558577	0.988273
2.4	0.0537934	0.9884502
2.41	0.0618371	0.9886274
2.42	0.0541719	0.9888046
2.43	0.0560241	0.9889818
2.44	0.0569843	0.989159
2.45	0.0596142	0.9893362
2.46	0.0547024	0.9895134
2.47	0.0547612	0.9896906
2.48	0.0572574	0.9898678
2.49	0.0621396	0.990045
2.5	0.070077	0.9902222
2.51	0.0606774	0.9903994
2.52	0.0637567	0.9905766
2.53	0.0712069	0.9907538
2.54	0.0650586	0.990931
2.55	0.778859	0.9911082
2.56	0.991127	0.991127
2.57	0.99162	0.99162
2.58	0.99172	0.99172
2.59	0.991818	0.991818
2.6	0.991914	0.991914
2.61	0.992008	0.992008
2.62	0.9921	0.9921
2.63	0.992191	0.992191
2.64	0.992279	0.992279
2.65	0.992366	0.992366
2.66	0.992451	0.992451
2.67	0.992535	0.992535
2.68	0.992617	0.992617
2.69	0.992697	0.992697
2.7	0.992776	0.992776
2.71	0.992854	0.992854
2.72	0.99293	0.99293
2.73	0.993004	0.993004
2.74	0.993078	0.993078
2.75	0.99315	0.99315
2.76	0.99322	0.99322
2.77	0.99329	0.99329
2.78	0.993358	0.993358
2.79	0.993425	0.993425
2.8	0.993491	0.993491
2.81	0.993556	0.993556
2.82	0.993619	0.993619
2.83	0.993682	0.993682
2.84	0.993744	0.993744
2.85	0.993804	0.993804
2.86	0.993864	0.993864
2.87	0.993922	0.993922
2.88	0.99398	0.99398
2.89	0.994036	0.994036
2.9	0.994092	0.994092
2.91	0.994147	0.994147
2.92	0.994201	0.994201
2.93	0.994254	0.994254
2.94	0.994307	0.994307
2.95	0.994358	0.994358
2.96	0.994409	0.994409
2.97	0.994459	0.994459
2.98	0.994508	0.994508
2.99	0.994557	0.994557
3	0.994605	0.994605
