2.00	0.966359	0.968166	2989
1.99	0.965457	0.96718	2973
1.98	0.964089	0.965584	3375
1.97	0.962278	0.96368	4273
1.96	0.960379	0.961533	4239
1.95	0.9571	0.95812	4288
1.94	0.954378	0.955732	3915
1.93	0.952057	0.953564	3953
1.92	0.949731	0.95132	3648
1.91	0.94722	0.948961	3628
1.90	0.943432	0.945279	3581
1.89	0.941991	0.943946	3318
1.88	0.937541	0.939587	3329
1.87	0.934411	0.936733	3342
1.86	0.930987	0.933459	3354
1.85	0.924348	0.926656	3379
1.84	0.922052	0.924469	3390
1.83	0.916618	0.91863	3405
1.82	0.904774	0.906443	3462
1.81	0.892385	0.893686	3489
1.80	0.878526	0.879341	3539
1.79	0.869629	0.870345	3590
1.78	0.877771	0.878723	3560
1.77	0.866234	0.867163	3622
1.76	0.860449	0.86121	3644
1.75	0.853669	0.854581	3682
1.74	0.846489	0.846976	4658
1.73	0.835463	0.836189	4969
1.72	0.832145	0.833068	5204
1.71	0.821983	0.822956	5918
1.70	0.808317	0.808845	5682
1.69	0.79765	0.798273	5602
1.68	0.792427	0.79227	5702
1.67	0.777596	0.776935	6033
1.66	0.76804	0.76738	5740
1.65	0.757731	0.75654	5161
1.64	0.730503	0.729041	6087
1.63	0.0385424	0.0381769	8294
1.62	0.0385073	0.0381598	8130
1.61	0.0406468	0.0402345	7861
1.60	0.0397506	0.0398762	7663
1.59	0.0402224	0.0395641	7694
1.58	0.0381668	0.0376609	7092
1.57	0.0394526	0.0386903	7896
1.56	0.0409416	0.0411229	8174
1.55	0.0376746	0.038006	7519
1.54	0.0390205	0.0388714	7698
1.53	0.0382616	0.0386103	7407
1.52	0.0369582	0.0370966	7941
1.51	0.0376644	0.0376178	9165
1.50	0.0372193	0.0367655	8894
1.49	0.0381825	0.0380466	9120
1.48	0.0369561	0.0373402	9054
1.47	0.0366575	0.0365054	9084
1.46	0.0369034	0.0364604	8965
1.45	0.0379876	0.0377163	9032
1.44	0.0383965	0.0385963	9013
1.43	0.0348998	0.0354542	8967
1.42	0.0371054	0.0374027	8873
1.41	0.0359665	0.0359099	8430
1.40	0.0362595	0.036672	9007
1.39	0.0364548	0.036365	8983
1.38	0.0368801	0.0369467	9077
1.37	0.0373659	0.0377347	9074
1.36	0.0372598	0.0375787	10548
1.35	0.0361939	0.0359393	10208
1.34	0.036781	0.0365819	10288
1.33	0.0363092	0.0358672	9738
1.32	0.0367615	0.0363942	9122
1.31	0.0352975	0.0358238	8616
1.30	0.035817	0.0358743	8675
1.29	0.0356627	0.0360391	8677
1.28	0.0357839	0.0356881	8666
1.27	0.0358927	0.0352952	8514
1.26	0.0348022	0.0337326	8081
1.25	0.0363546	0.0360397	7811
1.24	0.0361044	0.0359426	7701
1.23	0.0345923	0.0352307	6562
1.22	0.0346101	0.0348673	6725
1.21	0.0347619	0.0342872	6723
1.20	0.0348553	0.0354802	6684
1.19	0.034671	0.0348451	7422
1.18	0.0349988	0.0350286	8894
1.17	0.0341801	0.0341077	8731
1.16	0.0353533	0.0350742	8001
1.15	0.0349929	0.0345617	6812
1.14	0.0341091	0.0342234	6553
1.13	0.0345656	0.0344957	6715
1.12	0.0341577	0.0333978	6561
1.11	0.0330336	0.0332508	6564
1.10	0.0349758	0.0348314	6447
1.09	0.0332991	0.0335261	6482
1.08	0.0331584	0.0338099	6270
1.07	0.0334156	0.0336515	7517
1.06	0.0327742	0.0328317	7593
1.05	0.0341622	0.0340263	7575
1.04	0.0343328	0.0342624	7592
1.03	0.034283	0.0339581	7609
1.02	0.0332658	0.0333847	7594
1.01	0.0342128	0.0334846	7494
1.00	0.0322971	0.0322592	7483
0.99	0.0327412	0.032749	7588
0.98	0.033319	0.0332585	7580
0.97	0.0326638	0.0322491	7702
0.96	0.0331402	0.0328989	7707
0.95	0.0335101	0.0336919	7794
0.94	0.0327879	0.0329668	7727
0.93	0.0331318	0.0331082	7707
0.92	0.0324577	0.0322072	7791
0.91	0.0323566	0.0325921	7664
0.90	0.0327053	0.0325109	7724
0.89	0.0325749	0.0327828	7700
0.88	0.0307506	0.0310337	7697
0.87	0.0320836	0.0328834	7628
0.86	0.0328966	0.033092	7679
0.85	0.0312869	0.0318206	7656
0.84	0.0327668	0.0327733	7681
0.83	0.032554	0.0326863	7691
0.82	0.0313959	0.0318039	7719
0.81	0.0318222	0.0323616	7775
0.80	0.0334776	0.0330131	7713
0.79	0.0319947	0.0323721	7717
0.78	0.0316466	0.0318581	7427
0.77	0.0315108	0.0316125	6900
0.76	0.0317956	0.0311789	6535
0.75	0.0312903	0.0317504	6243
0.74	0.0308373	0.0311744	6158
0.73	0.0334912	0.0327478	6250
0.72	0.0318074	0.0321618	6341
0.71	0.0328577	0.032207	6270
0.70	0.0309988	0.0312693	7253
0.69	0.0302412	0.0306738	6705
0.68	0.0308314	0.0307464	6474
0.67	0.031644	0.0315348	6268
0.66	0.0323036	0.0323313	6389
0.65	0.0311314	0.030767	6335
0.64	0.0309726	0.0316426	6542
0.63	0.0311246	0.0305043	7709
0.62	0.0302757	0.0307982	6792
0.61	0.0305424	0.0307808	
